as_of,ticker,sector,weight,ann_return_sample,vol_sample
2020-12-31,DKS,CONSUMER_DISCRETIONARY,0.002598857617484888,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2020-12-31,TPR,CONSUMER_DISCRETIONARY,0.2856502863614403,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2020-12-31,PNC,FINANCIALS,0.007373027594560606,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2020-12-31,IVZ,FINANCIALS,0.14742732992292168,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382372
dtype: float64"
2020-12-31,SO,UTILITIES,0.02014944858525702,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2021-01-31,SNPS,TECH,0.01853094955012014,"Ticker
SNPS    0.253943
dtype: float64","Ticker
SNPS    0.35592
dtype: float64"
2021-01-31,KEYS,TECH,0.15131858849558552,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-01-31,NTNX,TECH,0.005995719753255612,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2021-01-31,BIIB,PHARMA,0.014392298246017322,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-01-31,SM,ENERGY,0.02216093575231307,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-01-31,AXON,DEFENSE,0.30455580777921665,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-01-31,CROX,CONSUMER_DISCRETIONARY,0.0251552352909603,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-01-31,DKS,CONSUMER_DISCRETIONARY,0.07105566016399052,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-01-31,TPR,CONSUMER_DISCRETIONARY,0.23671416614880675,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-01-31,SJM,CONSUMER_STAPLES,0.003709150953495375,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-01-31,IVZ,FINANCIALS,0.14641148786596003,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382372
dtype: float64"
2021-02-28,CDNS,TECH,0.03547429553149008,"Ticker
CDNS    0.262662
dtype: float64","Ticker
CDNS    0.356003
dtype: float64"
2021-02-28,KEYS,TECH,0.11665418454295041,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-02-28,BIIB,PHARMA,0.010361722395103284,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-02-28,SM,ENERGY,0.0377945514802278,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-02-28,AXON,DEFENSE,0.2376493631944574,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-02-28,CROX,CONSUMER_DISCRETIONARY,0.03978511983758299,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-02-28,DKS,CONSUMER_DISCRETIONARY,0.053450877957385914,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-02-28,TPR,CONSUMER_DISCRETIONARY,0.29937519002684077,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-02-28,SJM,CONSUMER_STAPLES,0.051839984840779466,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-02-28,IVZ,FINANCIALS,0.11761471019269894,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382372
dtype: float64"
2021-03-31,CDNS,TECH,0.03568681303229966,"Ticker
CDNS    0.262662
dtype: float64","Ticker
CDNS    0.356003
dtype: float64"
2021-03-31,KEYS,TECH,0.05348195783751156,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-03-31,BIIB,PHARMA,0.01569337930241209,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-03-31,SM,ENERGY,0.058127138944780846,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-03-31,AXON,DEFENSE,0.119209511166067,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-03-31,CROX,CONSUMER_DISCRETIONARY,0.026852990485383785,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-03-31,DKS,CONSUMER_DISCRETIONARY,0.018338783415357104,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-03-31,RH,CONSUMER_DISCRETIONARY,0.029353694928887633,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2021-03-31,TPR,CONSUMER_DISCRETIONARY,0.2532715613657657,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-03-31,SJM,CONSUMER_STAPLES,0.18572953880000836,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-03-31,IVZ,FINANCIALS,0.11657706935051602,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382372
dtype: float64"
2021-03-31,DUK,UTILITIES,0.020220650931895713,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-03-31,WEC,UTILITIES,0.06745691043908186,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2021-04-30,KEYS,TECH,0.09733869653459158,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-04-30,FTNT,TECH,0.0034418587598446563,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-04-30,BIIB,PHARMA,0.009461825682535629,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-04-30,SM,ENERGY,0.05289564175749626,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-04-30,AXON,DEFENSE,0.09333111628034298,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-04-30,CROX,CONSUMER_DISCRETIONARY,0.05740112439904735,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-04-30,DKS,CONSUMER_DISCRETIONARY,0.01824866692714522,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-04-30,RH,CONSUMER_DISCRETIONARY,0.04252147024914724,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2021-04-30,TPR,CONSUMER_DISCRETIONARY,0.22719309607769897,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-04-30,SJM,CONSUMER_STAPLES,0.13984230899924996,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-04-30,IVZ,FINANCIALS,0.060151577944607335,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382372
dtype: float64"
2021-04-30,DUK,UTILITIES,0.01988519658108026,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-04-30,SO,UTILITIES,0.0360754303371011,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2021-04-30,AEP,UTILITIES,0.04234582737591126,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2021-04-30,WEC,UTILITIES,0.09986616209454122,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2021-05-31,FTNT,TECH,0.10454117735692227,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-05-31,BIIB,PHARMA,0.00893775837098431,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-05-31,SM,ENERGY,0.06688746999074478,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-05-31,AR,ENERGY,0.014945424872046297,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-05-31,AXON,DEFENSE,0.03558437765721045,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-05-31,YETI,CONSUMER_DISCRETIONARY,0.014824926679209606,"Ticker
YETI   -0.074105
dtype: float64","Ticker
YETI    0.50059
dtype: float64"
2021-05-31,CROX,CONSUMER_DISCRETIONARY,0.06045846581087753,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-05-31,TPR,CONSUMER_DISCRETIONARY,0.14255818801175527,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-05-31,SJM,CONSUMER_STAPLES,0.1355663643491996,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-05-31,KHC,CONSUMER_STAPLES,0.19973941317963467,"Ticker
KHC   -0.007182
dtype: float64","Ticker
KHC    0.222246
dtype: float64"
2021-05-31,IVZ,FINANCIALS,0.09139590614010444,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382372
dtype: float64"
2021-05-31,DUK,UTILITIES,0.08652711996684359,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-05-31,AEP,UTILITIES,0.03803340761499061,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2021-06-30,KEYS,TECH,0.02855027109690541,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-06-30,FTNT,TECH,0.1671804025357931,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-06-30,BIIB,PHARMA,0.04752541265999363,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-06-30,SM,ENERGY,0.12777858932722838,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-06-30,AXON,DEFENSE,0.049625233162793575,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-06-30,YETI,CONSUMER_DISCRETIONARY,0.022117385927649183,"Ticker
YETI   -0.074105
dtype: float64","Ticker
YETI    0.50059
dtype: float64"
2021-06-30,CROX,CONSUMER_DISCRETIONARY,0.06505121954223143,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-06-30,TPR,CONSUMER_DISCRETIONARY,0.06643188437352637,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-06-30,SJM,CONSUMER_STAPLES,0.17340493837784857,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-06-30,KHC,CONSUMER_STAPLES,0.14237574139663206,"Ticker
KHC   -0.007182
dtype: float64","Ticker
KHC    0.222246
dtype: float64"
2021-06-30,PNC,FINANCIALS,0.07319157595363437,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2021-06-30,DUK,UTILITIES,0.03676734564550436,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-07-31,KEYS,TECH,0.018243955429374428,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-07-31,FTNT,TECH,0.34855054949030057,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-07-31,BIIB,PHARMA,0.03575791626518458,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-07-31,SM,ENERGY,0.06178233779747624,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-07-31,AR,ENERGY,0.023635365226917202,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-07-31,CROX,CONSUMER_DISCRETIONARY,0.05634642062359809,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-07-31,DKS,CONSUMER_DISCRETIONARY,0.015507320789982747,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-07-31,SJM,CONSUMER_STAPLES,0.16118871860237335,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-07-31,KHC,CONSUMER_STAPLES,0.010464811059244536,"Ticker
KHC   -0.007182
dtype: float64","Ticker
KHC    0.222246
dtype: float64"
2021-07-31,DUK,UTILITIES,0.2094302110919082,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-07-31,NUE,MATERIALS,0.05909239362487629,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-08-31,KEYS,TECH,0.04020524028332427,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-08-31,FTNT,TECH,0.2435742502483806,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-08-31,REGN,PHARMA,0.06761899171229832,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-08-31,BIIB,PHARMA,0.031110505485295835,"Ticker
BIIB   -0.137279
dtype: float64","Ticker
BIIB    0.443025
dtype: float64"
2021-08-31,DVN,ENERGY,0.0007340036925683577,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-08-31,SM,ENERGY,0.03908902287542633,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-08-31,AR,ENERGY,0.013051277913886302,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-08-31,CROX,CONSUMER_DISCRETIONARY,0.03386793481994181,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-08-31,DKS,CONSUMER_DISCRETIONARY,0.11481008181795942,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-08-31,SJM,CONSUMER_STAPLES,0.023967159330647338,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-08-31,KMB,CONSUMER_STAPLES,0.031363020277713795,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2021-08-31,DUK,UTILITIES,0.2828959360137875,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-08-31,NUE,MATERIALS,0.07771257553167961,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-09-30,FTNT,TECH,0.3449637881868731,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-09-30,DVN,ENERGY,0.019117592294889945,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-09-30,SM,ENERGY,0.04124239633578878,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-09-30,AR,ENERGY,0.08410061317054872,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-09-30,CROX,CONSUMER_DISCRETIONARY,0.05949510702062235,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-09-30,DKS,CONSUMER_DISCRETIONARY,0.056547546088344405,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-09-30,SJM,CONSUMER_STAPLES,0.04419555131544115,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2021-09-30,KMB,CONSUMER_STAPLES,0.058253880506704235,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2021-09-30,GIS,CONSUMER_STAPLES,0.037867322326477944,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2021-09-30,DUK,UTILITIES,0.21218077473388808,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-09-30,NUE,MATERIALS,0.04203542802104738,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-10-31,FTNT,TECH,0.2799036807629979,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-10-31,REGN,PHARMA,0.08568229426536426,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-10-31,DVN,ENERGY,0.04101591058791199,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-10-31,SM,ENERGY,0.052279464395411854,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2021-10-31,AR,ENERGY,0.01545373500791841,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-10-31,DOV,INDUSTRIALS,0.053958524322904294,"Ticker
DOV    0.110753
dtype: float64","Ticker
DOV    0.24277
dtype: float64"
2021-10-31,CROX,CONSUMER_DISCRETIONARY,0.049139900257867714,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-10-31,DKS,CONSUMER_DISCRETIONARY,0.014435733728647412,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-10-31,GIS,CONSUMER_STAPLES,0.019775133228540426,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2021-10-31,DUK,UTILITIES,0.18947281078365102,"Ticker
DUK    0.12405
dtype: float64","Ticker
DUK    0.185694
dtype: float64"
2021-10-31,EXC,UTILITIES,0.141034602540596,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2021-10-31,NUE,MATERIALS,0.057848210117710706,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2021-11-30,FTNT,TECH,0.2923190545320752,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-11-30,REGN,PHARMA,0.1842740311619634,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-11-30,DVN,ENERGY,0.131516994466465,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-11-30,AR,ENERGY,0.02073908025598927,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-11-30,ROK,INDUSTRIALS,0.0041726117305327035,"Ticker
ROK    0.097973
dtype: float64","Ticker
ROK    0.311489
dtype: float64"
2021-11-30,CROX,CONSUMER_DISCRETIONARY,0.12365601174255382,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-11-30,DKS,CONSUMER_DISCRETIONARY,0.010720803667539766,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-11-30,NEE,UTILITIES,0.03904169866776756,"Ticker
NEE    0.038251
dtype: float64","Ticker
NEE    0.272817
dtype: float64"
2021-11-30,EXC,UTILITIES,0.19355971377519088,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2021-12-31,FTNT,TECH,0.17475921455823804,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2021-12-31,ON,TECH,0.024994162600740708,"Ticker
ON    0.184767
dtype: float64","Ticker
ON    0.518835
dtype: float64"
2021-12-31,HRMY,PHARMA,0.032148442622152426,"Ticker
HRMY   -0.000762
dtype: float64","Ticker
HRMY    0.536614
dtype: float64"
2021-12-31,REGN,PHARMA,0.06587403640575971,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2021-12-31,DVN,ENERGY,0.12306406798788962,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
2021-12-31,AR,ENERGY,0.023098224049380712,"Ticker
AR    0.48945
dtype: float64","Ticker
AR    0.555105
dtype: float64"
2021-12-31,CROX,CONSUMER_DISCRETIONARY,0.016336159719115548,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2021-12-31,DKS,CONSUMER_DISCRETIONARY,0.003122058058711637,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-12-31,HRL,CONSUMER_STAPLES,0.04635890521386343,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2021-12-31,CHD,CONSUMER_STAPLES,0.31141886877459246,"Ticker
CHD    0.004064
dtype: float64","Ticker
CHD    0.200843
dtype: float64"
2021-12-31,NEE,UTILITIES,0.008920402916820896,"Ticker
NEE    0.038251
dtype: float64","Ticker
NEE    0.272817
dtype: float64"
2021-12-31,EXC,UTILITIES,0.15955154494867568,"Ticker
EXC    0.149184
dtype: float64","Ticker
EXC    0.213214
dtype: float64"
2021-12-31,NUE,MATERIALS,0.010353912144202837,"Ticker
NUE    0.280128
dtype: float64","Ticker
NUE    0.389583
dtype: float64"
2022-01-31,FTNT,TECH,0.05512857595222861,"Ticker
FTNT    0.251993
dtype: float64","Ticker
FTNT    0.431959
dtype: float64"
2022-01-31,ON,TECH,0.04949522787967075,"Ticker
ON    0.184767
dtype: float64","Ticker
ON    0.518835
dtype: float64"
2022-01-31,REGN,PHARMA,0.033975219287783485,"Ticker
REGN   -0.012848
dtype: float64","Ticker
REGN    0.300165
dtype: float64"
2022-01-31,VRTX,PHARMA,0.026440464053348562,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2022-01-31,DVN,ENERGY,0.16376691476317196,"Ticker
DVN    0.303367
dtype: float64","Ticker
DVN    0.462421
dtype: float64"
